0,2
0,3
0,4
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,18
0,19
1,3
1,6
1,7
1,8
1,9
1,11
1,12
1,13
1,14
1,15
1,16
1,17
1,19
2,0
2,3
2,6
2,8
2,10
2,11
2,12
2,14
2,15
2,16
2,17
2,18
2,19
3,0
3,1
3,2
3,6
3,7
3,8
3,9
3,10
3,12
3,14
3,15
3,16
3,17
3,18
3,19
4,0
4,6
4,7
4,8
4,9
4,11
4,12
4,13
4,14
4,16
4,17
4,18
4,19
5,7
5,8
5,10
5,12
5,14
5,15
5,16
5,17
5,18
5,19
6,1
6,2
6,3
6,4
6,8
6,10
6,11
6,12
6,14
6,15
6,16
6,17
6,18
6,19
7,1
7,3
7,4
7,5
7,8
7,9
7,10
7,11
7,12
7,13
7,14
7,16
7,17
7,18
7,19
8,0
8,1
8,2
8,3
8,4
8,5
8,6
8,7
8,9
8,10
8,11
8,12
8,14
8,16
8,17
8,18
8,19
9,0
9,1
9,3
9,4
9,7
9,8
9,10
9,11
9,12
9,13
9,14
9,15
9,17
9,18
9,19
10,0
10,2
10,3
10,5
10,6
10,7
10,8
10,9
10,11
10,13
10,14
10,15
10,16
10,19
11,0
11,1
11,2
11,4
11,6
11,7
11,8
11,9
11,10
11,12
11,13
11,14
11,15
11,16
11,17
11,18
11,19
12,0
12,1
12,2
12,3
12,4
12,5
12,6
12,7
12,8
12,9
12,11
12,13
12,14
12,16
12,17
12,18
12,19
13,0
13,1
13,4
13,7
13,9
13,10
13,11
13,12
13,15
13,16
13,17
13,18
13,19
14,0
14,1
14,2
14,3
14,4
14,5
14,6
14,7
14,8
14,9
14,10
14,11
14,12
14,15
14,16
14,17
14,18
14,19
15,0
15,1
15,2
15,3
15,5
15,6
15,9
15,10
15,11
15,13
15,14
15,16
15,17
15,18
15,19
16,0
16,1
16,2
16,3
16,4
16,5
16,6
16,7
16,8
16,10
16,11
16,12
16,13
16,14
16,15
16,17
16,18
16,19
17,1
17,2
17,3
17,4
17,5
17,6
17,7
17,8
17,9
17,11
17,12
17,13
17,14
17,15
17,16
17,18
17,19
18,0
18,2
18,3
18,4
18,5
18,6
18,7
18,8
18,9
18,11
18,12
18,13
18,14
18,15
18,16
18,17
18,19
19,0
19,1
19,2
19,3
19,4
19,5
19,6
19,7
19,8
19,9
19,10
19,11
19,12
19,13
19,14
19,15
19,16
19,17
19,18
19,20
20,19
20,23
20,24
20,26
20,27
20,28
20,29
20,32
20,33
20,34
20,35
20,36
20,37
20,38
20,39
21,23
21,25
21,26
21,27
21,28
21,29
21,31
21,32
21,33
21,34
21,35
21,36
21,37
21,38
21,39
22,25
22,26
22,27
22,29
22,30
22,31
22,32
22,33
22,34
22,35
22,36
22,37
22,38
22,39
23,20
23,21
23,27
23,28
23,29
23,30
23,31
23,33
23,34
23,35
23,36
23,37
23,38
23,39
24,20
24,27
24,30
24,31
24,32
24,33
24,35
24,36
24,38
24,39
25,21
25,22
25,26
25,27
25,29
25,30
25,31
25,33
25,34
25,36
25,37
25,38
25,39
26,20
26,21
26,22
26,25
26,27
26,28
26,29
26,30
26,31
26,32
26,33
26,34
26,35
26,37
26,38
26,39
27,20
27,21
27,22
27,23
27,24
27,25
27,26
27,28
27,29
27,31
27,33
27,34
27,35
27,36
27,37
27,38
27,39
28,20
28,21
28,23
28,26
28,27
28,29
28,30
28,31
28,32
28,33
28,34
28,35
28,36
28,37
28,38
28,39
29,20
29,21
29,22
29,23
29,25
29,26
29,27
29,28
29,30
29,33
29,36
