0,590
0,659
0,794
0,1145
0,1221
0,1500
0,1536
0,1605
0,1635
0,2016
0,2284
0,2982
0,3282
0,3390
0,3660
1,30
1,209
1,872
1,1018
1,1098
1,1176
1,1318
1,1387
1,1604
1,2176
1,2721
1,3043
1,3677
1,3826
1,3918
2,386
2,502
2,948
2,1013
2,1225
2,1302
2,1305
2,1390
2,1524
2,1964
2,2052
2,2213
2,2392
2,2423
2,2461
2,2462
2,2999
2,3049
2,3166
2,3167
2,3513
3,282
3,378
3,700
3,1214
3,1529
3,1719
3,2006
3,2048
3,2245
3,2485
3,2914
3,3114
3,3264
3,3475
3,3604
3,3891
4,22
4,24
4,411
4,545
4,1637
4,1858
4,1919
4,2052
4,2127
4,2326
4,2632
4,2721
4,2895
4,3574
4,3696
5,12
5,113
5,225
5,1124
5,1238
5,1284
5,1299
5,1878
5,1905
5,2000
5,2385
5,2478
5,2732
5,3619
5,3955
6,189
6,274
6,645
6,963
6,984
6,1178
6,1773
6,1962
6,2023
6,2115
6,2378
6,3059
6,3548
6,3824
6,3825
6,3835
7,70
7,161
7,403
7,550
7,607
7,700
7,954
7,1024
7,1285
7,1381
7,1565
7,1571
7,1620
7,1683
7,2092
7,2622
7,2963
7,3183
7,3840
8,225
8,567
8,645
8,953
8,1118
8,1310
8,1354
8,2374
8,2665
8,2714
8,2758
8,2764
8,2901
8,3009
8,3130
8,3993
9,14
9,133
9,220
9,413
9,465
9,554
9,1139
9,1610
9,1631
9,1859
9,1909
9,2257
9,2297
9,2799
9,3113
9,3374
9,3557
9,3665
9,3723
9,3726
9,3731
9,3901
10,183
10,506
10,1288
10,1605
10,1932
10,2026
10,2337
10,2835
10,2910
10,2913
10,3150
10,3206
10,3437
10,3752
11,69
11,798
11,859
11,1673
11,1821
11,2081
11,2574
11,2583
11,3103
11,3205
11,3283
11,3505
12,5
12,256
12,357
12,508
12,617
12,629
12,736
12,1991
12,2310
12,2360
12,2441
12,2970
12,3267
12,3353
13,228
13,570
13,622
13,791
13,1573
13,2364
13,2673
13,2799
13,2856
13,3283
13,3774
14,9
14,262
14,1487
14,1660
14,1760
14,1778
14,1918
14,2209
14,2324
14,2330
14,2650
14,3578
14,3709
15,461
15,541
15,596
15,614
15,1145
15,1440
15,1503
15,1537
15,2194
15,2448
15,2831
15,3028
15,3069
15,3110
15,3542
15,3946
15,3957
16,622
16,1133
16,1200
16,1234
16,1856
16,1935
16,2252
16,2561
16,2673
16,3179
16,3374
16,3688
16,3709
16,3803
16,3849
17,234
17,393
17,622
17,723
17,746
17,1004
17,1633
17,2072
17,2324
17,2485
17,2666
17,2739
17,2972
17,3607
17,3676
17,3754
17,3778
17,3860
18,140
18,189
18,680
18,703
18,790
18,889
18,1073
18,1569
18,1701
18,1920
18,1934
18,2010
18,2586
18,2644
18,3036
18,3061
18,3077
18,3249
18,3250
18,3285
18,3397
18,3455
18,3729
19,298
19,305
19,706
19,909
19,1042
19,1046
19,1187
19,1222
19,1643
19,2222
19,2256
19,2424
19,2822
19,2830
19,2943
19,2961
19,3247
19,3409
19,3617
19,3948
20,493
20,739
20,994
20,1124
20,1162
20,1252
20,1336
20,1509
20,1721
20,1922
20,1927
20,2109
20,2364
20,2755
20,2815
20,3013
20,3700
20,3940
20,3992
21,47
21,85
21,178
21,225
21,415
21,1115
21,1301
21,1895
21,2201
21,2248
21,2507
21,3135
21,3160
21,3278
21,3305
21,3368
21,3494
21,3730
21,3933
22,4
22,144
22,158
22,495
22,595
22,695
22,1158
22,1921
22,2758
22,2950
22,3066
22,3278
22,3570
22,3831
23,24
23,427
23,560
23,778
23,1269
23,1479
23,1699
23,1924
23,2052
23,2163
23,2347
23,2754
23,2928
23,3088
23,3224
24,4
24,23
24,90
24,733
24,765
24,1084
24,1403
24,1571
24,2019
24,2101
24,2121
24,2386
24,2618
24,3855
25,530
25,539
25,610
25,917
25,1092
25,1319
25,1779
25,2004
25,2592
25,2815
25,2971
25,3135
25,3515
25,3650
25,3724
26,62
26,115
26,1467
26,1490
26,1774
26,1922
26,2027
26,2755
26,2827
26,2858
26,3079
26,3271
26,3519
26,3687
26,3764
27,99
27,198
27,344
27,1138
27,1231
27,1279
27,1474
27,1484
27,1521
27,2019
27,2246
27,2653
27,3093
27,3163
27,3523
27,3846
27,3974
28,227
28,866
28,895
28,1339
28,1676
28,1838
28,2073
28,2302
28,2679
28,2723
28,2732
28,2870
28,2976
28,3091
28,3712
28,3975
29,304
29,745
29,955
29,1776
29,1942
29,2389
29,2674
29,2727
29,2809
29,2948
29,3297
29,3843
30,1
30,121
30,188
30,552
30,588
30,1012
30,1589
30,2152
30,2277
30,2343
30,2483
30,3074
30,3264
31,63
31,219
31,361
31,484
31,1492
31,1494
31,1553
31,1808
31,1888
31,1957
31,2548
31,2752
31,3055
31,3905
32,305
32,307
32,581
32,670
32,765
32,953
32,972
32,1344
32,1361
32,1393
32,1593
32,1654
32,2355
32,2602
32,2719
32,3086
32,3179
32,3273
33,390
33,698
33,1171
33,1260
33,1355
33,1669
33,1678
33,2325
33,2377
33,2473
33,2479
33,2628
33,2646
33,2712
33,3185
33,3545
33,3571
33,3808
34,204
34,374
34,507
34,804
34,1212
34,1390
34,1605
34,1618
34,1635
34,2052
34,3622
34,3802
35,215
35,445
35,549
35,566
35,892
35,901
35,1292
35,1709
35,1840
35,1983
35,2051
35,2506
35,2940
35,3147
35,3386
36,1151
36,1355
36,2020
36,2951
36,3052
36,3098
36,3124
37,171
37,545
37,853
37,865
37,1237
37,1245
37,1279
37,2518
37,2788
37,2948
37,3150
37,3831
38,826
38,1089
38,1174
38,1724
38,1783
38,1882
38,2214
38,2260
38,2408
38,2416
38,2417
38,2525
38,2926
38,2987
38,3171
38,3224
39,204
39,314
39,417
39,639
39,810
39,1669
39,1933
39,2136
39,2277
39,2367
39,2586
39,2769
39,3672
39,3912
40,79
40,127
40,443
40,1115
40,1126
40,1190
40,1715
40,2267
40,2280
40,2537
40,3002
40,3263
40,3294
40,3473
40,3512
40,3535
40,3737
41,228
41,426
41,847
41,849
41,1376
41,1770
41,1923
41,2038
41,2136
41,2418
41,3040
41,3291
41,3325
41,3743
41,3873
42,1057
42,1288
42,1364
42,1374
42,1734
42,2507
42,2952
42,3097
42,3128
42,3197
42,3274
42,3305
42,3541
42,3687
42,3766
43,338
43,575
43,1407
43,1531
43,1956
43,1996
43,2122
43,2408
43,2921
43,3000
43,3157
43,3285
43,3291
43,3332
43,3679
43,3905
44,66
44,675
44,676
44,742
44,1268
44,1337
44,1511
44,2118
44,2646
44,2818
44,3033
45,119
45,418
45,752
45,980
45,1062
45,1161
45,1828
45,1985
45,2406
45,2897
45,2901
45,2910
45,3029
45,3157
45,3159
46,55
46,1883
46,2070
46,2171
46,2330
46,2459
46,2613
46,2663
46,3040
46,3389
46,3526
46,3559
46,3667
46,3886
46,3930
47,21
47,156
47,835
47,993
47,1219
47,1472
47,1697
47,1949
47,2309
47,3191
47,3808
48,541
48,740
48,1198
48,2340
48,2571
48,2971
48,3038
48,3745
48,3982
49,68
49,174
49,311
49,533
49,678
49,842
49,1082
49,1640
49,1817
49,2133
49,2329
49,2470
49,3092
49,3129
49,3548
49,3558
50,410
50,590
50,928
50,1084
50,1304
50,1993
50,2102
50,2179
50,2809
50,3108
50,3224
50,3407
50,3951
51,95
51,340
51,383
51,575
51,832
51,982
51,986
51,1176
51,2120
51,2572
51,3164
51,3632
51,3751
52,295
52,636
52,703
52,1080
52,1832
52,1858
52,1867
52,1878
52,2144
52,2293
52,2599
52,2628
52,2658
52,2729
52,3496
53,334
53,678
53,719
53,1174
53,1247
53,1292
53,1813
53,2819
53,2852
53,3193
53,3333
53,3646
54,446
54,544
54,683
54,965
54,970
54,1273
54,1667
54,1814
54,1937
54,2073
54,2443
